name,address,city,searchedCity,region,country,lat,lng,rating,reviews,businessStatus,types,placeId,matchedQuery,looksWholesale
100 ЛЕТ,"ул. Щетинкина, 24, Абакан, Респ. Хакасия, 655009",Абакан,Абакан,Республика Хакасия,Russia,53.7242003,91.4434338,,,OPERATIONAL,establishment|food|point_of_interest,ChIJjSSrOmw9LF0RUXFn0yl6Bp0,оптовая база продуктов питания,check
Абаканский рынок,"ул. Тараса Шевченко, 63, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.71982,91.4565702,4,546,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ4ep1naUiLF0RZqkbJ9M-U9U,оптовый продовольственный рынок,yes
Алтайский бройлер,"Итыгина ул., 22Б, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.7217288,91.4024491,,,OPERATIONAL,establishment|point_of_interest,ChIJy6lJMHs9LF0Rn90ojvx4eYU,оптовая база продуктов питания,check
Альянс - Сибирская Коммерческая Компания,"Итыгина ул., 20Б, Абакан, Респ. Хакасия, 655004",Абакан,Абакан,Республика Хакасия,Russia,53.7211418,91.4051286,5,11,OPERATIONAL,establishment|food|point_of_interest,ChIJa2Tx5bEiLF0RVTx5yRCIj5s,оптовая база продуктов питания,check
Веста,"Советская ул., 156, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.71708899999999,91.402147,4.2,433,OPERATIONAL,establishment|point_of_interest,ChIJI3zhBXc9LF0Rl40NrIqIyto,оптовый продовольственный рынок,check
Гагарина 2,"ул. Гагарина, 2, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.7112657,91.44109739999999,3,2,OPERATIONAL,establishment|point_of_interest,ChIJkzQKRUs9LF0ROQfzlwGLvCE,оптовый продовольственный рынок,check
Гобис,"ул. Кирова, 260, Абакан, Респ. Хакасия, 655004",Абакан,Абакан,Республика Хакасия,Russia,53.7229167,91.3970738,2,1,OPERATIONAL,establishment|food|point_of_interest|store,ChIJJUudxqw9LF0RKT8R8ONFaKU,оптовая база продуктов питания,check
Дискаунтер Хороший,"ул. Дружбы Народов, 57А, Абакан, Респ. Хакасия, 655010",Абакан,Абакан,Республика Хакасия,Russia,53.7469248,91.4145558,,,OPERATIONAL,establishment|point_of_interest,ChIJLzWYAOoXLF0RaBZ9JoggN2M,оптовая база продуктов питания,check
МАВР,"ул. Пушкина, 225-а, Абакан, Респ. Хакасия, 655004",Абакан,Абакан,Республика Хакасия,Russia,53.7121667,91.4037627,2,4,OPERATIONAL,establishment|food|point_of_interest,ChIJk8qUUE09LF0RwxVRzj4c0y4,оптовая база продуктов питания,check
Мясной дворик,"ул. Чертыгашева, 114, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.7249391,91.4396314,4.7,31,OPERATIONAL,establishment|food|point_of_interest|store,ChIJ3a3V_lQ9LF0RXIZUq-61-bo,оптовая база продуктов питания,check
"ООО ""Рынок Северный""","ул. Торговая, 5А, Абакан, Респ. Хакасия, 655010",Абакан,Абакан,Республика Хакасия,Russia,53.7425048,91.4345689,4.1,490,OPERATIONAL,establishment|point_of_interest|shopping_mall|store,ChIJyVfVGvEXLF0R3Z7KkI5gXh4,оптовый продовольственный рынок,yes
Оптовая База,"ул. Гагарина, 26, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.710926,91.43542479999999,4.1,59,OPERATIONAL,establishment|point_of_interest|store,ChIJVTJb5ks9LF0RKHsjaaNeoFo,оптовый продовольственный рынок,yes
Оптовая База,"Хлебная ул., 18а, Абакан, Респ. Хакасия, 655002",Абакан,Абакан,Республика Хакасия,Russia,53.7112162,91.44066289999999,3.2,5,OPERATIONAL,establishment|point_of_interest,ChIJW3kDRUs9LF0RHjA1fYkFTOo,оптовый продовольственный рынок,yes
Оптовая База Цветов,"Складская ул., 9К, Абакан, Респ. Хакасия, 655009",Абакан,Абакан,Республика Хакасия,Russia,53.7105253,91.3799783,3,4,OPERATIONAL,establishment|point_of_interest,ChIJP1Yl9D09LF0RxhSngZojeis,плодоовощная база оптовая,yes
Оптово розничный склад №13,"Итыгина ул., 20, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.720595,91.4037319,4.2,11,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|storage|store,ChIJLVn31WQ9LF0RujEamM8fGmk,оптовый продовольственный рынок,yes
Оптово-розничная база рыбы и куриной продукции,"ул. Кирова, 259, Абакан, Респ. Хакасия, 655004",Абакан,Абакан,Республика Хакасия,Russia,53.72052249999999,91.3902763,,,OPERATIONAL,establishment|food|point_of_interest|store,ChIJkbVmzUc9LF0RloXX_TfDKLM,оптовый продовольственный рынок,yes
"Оптово-розничный склад ""Гагаринский""","ул. Гагарина, 2, Абакан, Респ. Хакасия, 655002",Абакан,Абакан,Республика Хакасия,Russia,53.7112657,91.44109739999999,5,1,OPERATIONAL,establishment|point_of_interest,ChIJ1ZCa-Z89LF0RDDgiFUy-1eg,оптовый продовольственный рынок,yes
От мельника,"Хлебная ул., 30, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.7121607,91.4293496,5,1,OPERATIONAL,establishment|food|point_of_interest|store,ChIJPdq1VE89LF0ROVa8QoXdSVM,оптовый продовольственный рынок,check
Республиканский рынок,"ул. Тельмана, 92К, стр.1, Абакан, Респ. Хакасия, 655017",Абакан,Абакан,Республика Хакасия,Russia,53.7319142,91.434778,4.3,1389,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJzz4zRvwXLF0R4qn0r_nql6s,оптовый продовольственный рынок,yes
Рыбный мир,"Хлебная ул., 30Щ, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.7117051,91.434317,4,1,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJK0GtTkk9LF0RwLryPezKuxY,оптовый продовольственный рынок,check
Сельскохозяйственный Рынок им.Максима Нелюбина,"ул. Тельмана, 92К, Абакан, Респ. Хакасия, 655001",Абакан,Абакан,Республика Хакасия,Russia,53.7307297,91.4343066,4.4,16,OPERATIONAL,establishment|point_of_interest,ChIJr7jyRvwXLF0RtW-7HzPwQLk,оптовый продовольственный рынок,yes
ТАЙМЕРС,"Кирпичная ул., 61, Абакан, Респ. Хакасия, 655670",Абакан,Абакан,Республика Хакасия,Russia,53.6720565,91.5238749,4.3,20,OPERATIONAL,establishment|food|point_of_interest,ChIJK_EKY8gjLF0R-8RC7cHJ9s0,оптовая база продуктов питания,check
"Торговый дом ""Авангард""","Абакан, промплощадка территории Абаканвагонмаш, литера, Абакан, Респ. Хакасия, 655017",Абакан,Абакан,Республика Хакасия,Russia,53.7175767,91.4294424,4,1,OPERATIONAL,establishment|food|point_of_interest,ChIJq6qqqlo9LF0RNbgqLgFZTZk,оптовая база продуктов питания,check
"Фермер, Торговый Дом","ул. Пушкина, 207а, Абакан, Респ. Хакасия, 655004",Абакан,Абакан,Республика Хакасия,Russia,53.71326329999999,91.4114505,4.3,152,OPERATIONAL,establishment|point_of_interest|store,ChIJk8qUUE09LF0RxzUxNgaS8Ak,оптовый продовольственный рынок,check
Фирменный магазин,"655009, ул. Аскизская, 203-207, Абакан, Респ. Хакасия, 655009",Абакан,Абакан,Республика Хакасия,Russia,53.69352869999999,91.4031447,4.3,8,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJl7K72Bo9LF0R8WXCoFEqEh8,оптовый продовольственный рынок,check
Фрукты Овощи Продукты,"Хлебная ул., 30Щ, склад 12, Абакан, Респ. Хакасия, 655000",Абакан,Абакан,Республика Хакасия,Russia,53.71164880000001,91.4341297,5,2,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ0RkPSUk9LF0RqU2NqS7PxK0,оптовый продовольственный рынок,check
Центральный Рынок,"ул. Тараса Шевченко, 63, Абакан, Респ. Хакасия, 655017",Абакан,Абакан,Республика Хакасия,Russia,53.7198617,91.4568472,4.1,399,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket,ChIJn_zpdaUiLF0RSHTQSzCjtMQ,оптовый продовольственный рынок,yes
база,"Адлер, Краснодарский край, 354340",Адлер,Сочи,Краснодарский край,Russia,43.4467309,39.9170418,5,1,OPERATIONAL,establishment|point_of_interest,ChIJBYBOtYS_9UARQ8SMGSf74cQ,плодоовощная база оптовая,yes
Казачий Рынок,"ул. Урожайная, 33, Адлер, Краснодарский край, 354375",Адлер,Сочи,Краснодарский край,Russia,43.4065336,39.9901729,4.1,227,OPERATIONAL,establishment|point_of_interest,ChIJcTjkwSGV9UAR1gvn0O1gJPI,сельскохозяйственный рынок,yes
Ритм,"ул. Гастелло, 23а, Адлер, Краснодарский край, 354340",Адлер,Сочи,Краснодарский край,Russia,43.445105,39.9131424,5,5,OPERATIONAL,establishment|food|point_of_interest,ChIJfWoVfZu_9UARNR58LtHE560,оптовая база продуктов питания,check
"Универсальный рынок ""Понтос""","ул. Голубые Дали, 8 корпус 1, Адлер, Краснодарский край, 354340",Адлер,Сочи,Краснодарский край,Russia,43.4524986,39.9055537,4.2,1184,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJI3fV7nm_9UARq8cJeSt3jr8,сельскохозяйственный рынок,yes
Центральный Рынок,"ул. Демократическая, 38, к. 1, Адлер, Краснодарский край, 354340",Адлер,Сочи,Краснодарский край,Russia,43.42434739999999,39.92595050000001,4.3,8690,OPERATIONAL,establishment|point_of_interest,ChIJtfwgKMW_9UARyhDJeDRLWTQ,сельскохозяйственный рынок,yes
Овощная База (Рынок Алексеевский),"Дубровина ул, 5А, Алексеевка, Воронежская обл., 394008",Алексеевка,Воронеж,Воронежская область,Russia,51.61243770000001,39.2583019,4.2,1581,OPERATIONAL,establishment|food|point_of_interest,ChIJI-yMAvIxO0ER2Mgwrkr2mTU,оптовый продовольственный рынок,yes
Бриз,"ул. Рультытегина, 13, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.73455849999999,177.5138676,4.4,171,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJERePcQef_FkRskOqFR-YKzw,оптовый продовольственный рынок,check
Гриль,"ул. Ленина, 48, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7373995,177.5101768,4.2,25,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ2zIdG6qf_FkRutdyitCZLhc,сельскохозяйственный рынок,check
Диана,"ул. Энергетиков, 18, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7343156,177.4957821,3.6,142,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJAyhiUK6f_FkRHmfE7QYKYps,оптовый продовольственный рынок,check
Ермак,"ул. Тевлянто, 7, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7350159,177.5067465,4.8,4,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJt4wTCqmf_FkRbTw7D-x18UM,сельскохозяйственный рынок,check
Живая-Зелень,"ул. Отке, 55, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7373322,177.4982087,3.8,4,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ5-FaK6yf_FkRmU5k2Xo7u1o,сельскохозяйственный рынок,check
Каскад,"ул. Энергетиков, 9, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7354084,177.5009688,3.9,129,OPERATIONAL,atm|establishment|finance|food|grocery_or_supermarket|point_of_interest|store,ChIJS4aJtq6f_FkR019gCmAiaz8,сельскохозяйственный рынок,check
Катюша,"Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7324936,177.5112071,2.8,45,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJzyXOGhmf_FkRYkIWyslI8ew,оптовый продовольственный рынок,check
"Магазин ""Волна"" (shop ""Wave"")","ул. Энергетиков, 12, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7352129,177.498029,4.4,26,OPERATIONAL,establishment|point_of_interest|store,ChIJgXq6kq6f_FkRMfjMc40yXMI,сельскохозяйственный рынок,check
"магазин ""Золотогорье""","ул. Ленина, 38, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.73620679999999,177.5144284,3.3,3,OPERATIONAL,establishment|home_goods_store|point_of_interest|store,ChIJg-yvJ-uf_FkRl7FlW_g1coo,оптовая база продуктов питания,check
Маяк,"ул. Берзиня, 12, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7385036,177.5042668,3.4,97,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJyXpQvquf_FkRQY582Ckc2Sg,сельскохозяйственный рынок,check
Новочадовский,"Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7282704,177.5070528,4.2,99,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJPbz3U6af_FkRHxIeM6kgtuE,сельскохозяйственный рынок,check
Полярный,"ул. Энергетиков, 17, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.73395680000002,177.4972824,4.4,205,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJuaO__q6f_FkRcw4YTLX1zyg,оптовый продовольственный рынок,check
Престиж,"ул. Отке, 26, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7348322,177.5118278,3.9,9,OPERATIONAL,establishment|home_goods_store|point_of_interest|store,ChIJSVXNaAef_FkRZwwfvj0eC-k,оптовая база продуктов питания,check
Радуга,"ул. Ленина, 36, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7359985,177.5150557,4.3,434,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJj7pRPAef_FkRWDTNB5aJxNQ,сельскохозяйственный рынок,check
Рынок,"ул. Отке, 14, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7334235,177.5162166,4,128,OPERATIONAL,establishment|point_of_interest|shopping_mall,ChIJDbOprwef_FkRlLEl9wweH9M,оптовый продовольственный рынок,yes
Шеридан,"ул. Отке, 28а, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.7345914,177.5106921,3.6,47,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ6an8z6mf_FkR6GTEgPsYQSo,оптовый продовольственный рынок,check
Энер,"ул. Тевлянто, 5, Анадырь, Чукотский автономный округ, 689000",Анадырь,Анадырь,Чукотский АО,Russia,64.73543029999999,177.5070968,3,26,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJR1ehn6mf_FkR4S2NRQ1M4ME,сельскохозяйственный рынок,check
Арамильский городской рынок,"ул. 1 Мая, 17, Арамиль, Свердловская обл., 624000",Арамиль,Екатеринбург,Свердловская область,Russia,56.69687099999999,60.8334303,3.9,209,OPERATIONAL,establishment|point_of_interest,ChIJ7xOdMHpBwUMRVQJwA1N2o6w,оптовый продовольственный рынок,yes
Сельский Привоз,"Пролетарская ул., 82/6, Арамиль, Свердловская обл., 624000",Арамиль,Екатеринбург,Свердловская область,Russia,56.7170374,60.8305261,4.3,919,OPERATIONAL,establishment|point_of_interest|shopping_mall,ChIJWTEZsJdBwUMRwCJwwNec7RA,оптовый продовольственный рынок,check
Агрокомплекс Выселковский,"ул. Свердлова, 62, Армавир, Краснодарский край, 352900",Армавир,Армавир,Краснодарский край,Russia,45.00208,41.125097,5,1,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket,ChIJgbjdMwnt-UARG2gTlG6O8NA,сельскохозяйственный рынок,yes
Агрокомплекс Выселковский,"ул. Луначарского, 317/9, Армавир, Краснодарский край, 352904",Армавир,Армавир,Краснодарский край,Russia,44.97354500000001,41.153503,5,1,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket,ChIJ4b72rObr-UARP6JALs_63j8,сельскохозяйственный рынок,yes
Агрокомплекс Выселковский,"ул. Герцена, 2, Армавир, Краснодарский край, 352926",Армавир,Армавир,Краснодарский край,Russia,45.003434,41.101057,3,2,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket,ChIJw8oyk-_t-UARGGtHW1GbKTw,сельскохозяйственный рынок,yes
АгроСоюз Изобилие,"ул. Карла Маркса, 199, Армавир, Краснодарский край, 352932",Армавир,Армавир,Краснодарский край,Russia,44.9827898,41.1070928,,,OPERATIONAL,establishment|food|point_of_interest,ChIJfQqlOnLs-UARD1MwKnO1-bw,плодоовощная база оптовая,yes
Армавирский Рынок ООО,"ул. Мира, 38, Армавир, Краснодарский край, 352900",Армавир,Армавир,Краснодарский край,Russia,44.9930052,41.1335797,4.4,512,OPERATIONAL,establishment|point_of_interest,ChIJ4zXRQYHs-UARh6bc2OM5l3Y,сельскохозяйственный рынок,yes
Армавирский Хлебопродукт ОАО,"ул. 30 лет Победы, 110, Армавир, Краснодарский край, 352924",Армавир,Армавир,Краснодарский край,Russia,44.9904692,41.09040419999999,4.4,54,OPERATIONAL,establishment|food|point_of_interest,ChIJRW67sYns-UARFnNz2Xg_9Gs,плодоовощная база оптовая,check
Армавирский цветочный склад,"ул. Мира, 50, Армавир, Краснодарский край, 352919",Армавир,Армавир,Краснодарский край,Russia,44.9889118,41.1401891,3.3,8,OPERATIONAL,establishment|point_of_interest,ChIJadDKVX7r-UARUB4d3C6lnmw,плодоовощная база оптовая,check
база клен,"ул. 30 лет Победы, 214, Армавир, Краснодарский край, 352932",Армавир,Армавир,Краснодарский край,Russia,44.9811537,41.1080272,4.3,359,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJU6wbvXPs-UARN2nGg0vXrEY,плодоовощная база оптовая,yes
Вещевой Рынок,"Новороссийская ул., 100, Армавир, Краснодарский край, 352913",Армавир,Армавир,Краснодарский край,Russia,44.9896592,41.0660317,,,OPERATIONAL,establishment|point_of_interest,ChIJnfaVLzHs-UAR9zi08QDa_2c,сельскохозяйственный рынок,yes
И.П. Курилов,"ул. Горького, 78, 6, Армавир, Краснодарский край, 352909",Армавир,Армавир,Краснодарский край,Russia,44.99532199999999,41.139408,5,1,OPERATIONAL,establishment|food|point_of_interest,ChIJLzQyEIPs-UARjzoXWWed41M,оптовая база продуктов питания,check
"ИП ВАНЯН ""ПРОДЗОНА"" Оптово-розничный склад-магазин","Армавир, Краснодарский край, 352906",Армавир,Армавир,Краснодарский край,Russia,45.0141781,41.0858527,3.6,8,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ_8DJklHt-UAR3uWCM2s0La8,оптовая база продуктов питания,yes
ИП Шнайдер А.С.,"ул. Ставропольская, 21, Армавир, Краснодарский край, 352926",Армавир,Армавир,Краснодарский край,Russia,45.0232254,41.1247105,4.9,23,OPERATIONAL,bakery|establishment|food|point_of_interest|store,ChIJoek6rdvs-UAR1cc24N0dsjs,оптовая база продуктов питания,check
Кондитерская фабрика Кубанский кондитер,"Новороссийская ул., 147/14в, Армавир, Краснодарский край, 352923",Армавир,Армавир,Краснодарский край,Russia,44.9905656,41.0769686,4.4,13,OPERATIONAL,bakery|establishment|food|point_of_interest|store,ChIJt6vtGUbs-UARfmY1AHggHZ4,оптовая база продуктов питания,check
"Кондитерское производство ""София""","Ул Центральная 110 с/т Восход отд 1, Армавир, Краснодарский край, 352942",Армавир,Армавир,Краснодарский край,Russia,44.95306069999999,41.1284746,4.6,12,OPERATIONAL,establishment|food|point_of_interest,ChIJNRMusY_r-UARHXL8ARHtQdE,оптовая база продуктов питания,check
Кондитерское производство ИП Карибджанянц А.К.,"Железнодорожная ул., 61, Армавир, Краснодарский край, 352902",Армавир,Армавир,Краснодарский край,Russia,44.9834326,41.1478206,5,1,OPERATIONAL,establishment|food|point_of_interest,ChIJbxxDuGTr-UAR_GuRMK7Pxxc,оптовая база продуктов питания,check
Кубарус-молоко,"ул. К. Либкнехта, 71, Армавир, Краснодарский край, 352905",Армавир,Армавир,Краснодарский край,Russia,44.99598599999999,41.125045,3.8,24,OPERATIONAL,establishment|food|point_of_interest,ChIJRW67sYns-UARLcR3xglt7Hc,оптовая база продуктов питания,check
ОАО «Кондитерская фабрика» г. Армавир,"ул. Карла Маркса, 238, Армавир, Краснодарский край, 352900",Армавир,Армавир,Краснодарский край,Russia,44.9822616,41.1051635,5,7,OPERATIONAL,establishment|food|point_of_interest,ChIJRW67sYns-UARdtWKK1RFtIE,оптовая база продуктов питания,check
"ООО ""Агрофон""","ул. Ефремова, 170, Армавир, Краснодарский край, 352931",Армавир,Армавир,Краснодарский край,Russia,44.9958549,41.1069313,5,2,OPERATIONAL,establishment|food|point_of_interest,ChIJMzetU-bt-UARtAdEst9qr7I,оптовая база продуктов питания,yes
Оптовая База,"Железнодорожная ул., 72, Армавир, Краснодарский край, 352905",Армавир,Армавир,Краснодарский край,Russia,44.9921493,41.1329845,5,2,OPERATIONAL,establishment|point_of_interest,ChIJHRmWHoHs-UARwibXoXDh83o,плодоовощная база оптовая,yes
Оптовая База Володарского,"Армавир, Краснодарский край, 352931",Армавир,Армавир,Краснодарский край,Russia,45.0066881,41.0989552,4.3,152,OPERATIONAL,establishment|point_of_interest|shopping_mall,ChIJuX6XntDt-UARoRRIwLWCrOQ,плодоовощная база оптовая,yes
Оптово- Розничный Склад Магазин,"ул. Володарского, 1, Армавир, Краснодарский край, 352931",Армавир,Армавир,Краснодарский край,Russia,45.0063514,41.0996475,4.4,357,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ-_bcSPjs-UARsUJABNnu7WY,плодоовощная база оптовая,yes
Оптовый,"Армавир, Краснодарский край, 352903",Армавир,Армавир,Краснодарский край,Russia,44.9772217,41.1509031,4.1,848,OPERATIONAL,establishment|point_of_interest,ChIJo1lD5p7r-UARxYqr1W3bdHQ,оптовый продовольственный рынок,yes
Продуктовая База,"ул. Первомайская, 2/2, Армавир, Краснодарский край, 352931",Армавир,Армавир,Краснодарский край,Russia,45.00451,41.1042851,,,OPERATIONAL,establishment|point_of_interest,ChIJs3_Z_vbs-UARVd_6tgoHfa8,плодоовощная база оптовая,yes
Птичий Рынок,"ул. Мира, 26, Армавир, Краснодарский край, 352900",Армавир,Армавир,Краснодарский край,Russia,44.9957506,41.1293517,4.2,239,OPERATIONAL,establishment|food|grocery_or_supermarket|pet_store|point_of_interest|store|supermarket,ChIJSVsRcYbs-UAR1Tn6Ujy6xhU,сельскохозяйственный рынок,yes
Рынок Азовский,"ул. Азовская, 30, Армавир, Краснодарский край, 352913",Армавир,Армавир,Краснодарский край,Russia,44.9896541,41.0658807,4.4,577,OPERATIONAL,establishment|point_of_interest,ChIJFWcm2K7t-UARFHiEMOYo18U,сельскохозяйственный рынок,yes
Талисман 2,"ул. Мира, 42, Армавир, Краснодарский край, 352900",Армавир,Армавир,Краснодарский край,Russia,44.9911945,41.1358595,5,1,OPERATIONAL,establishment|point_of_interest,ChIJKzl8xJTt-UAR7SU2zY0NFK8,сельскохозяйственный рынок,check
Центральный Рынок,"ул. Мира, 63, Армавир, Краснодарский край, 352900",Армавир,Армавир,Краснодарский край,Russia,44.9946985,41.1327136,4.4,3498,OPERATIONAL,establishment|point_of_interest,ChIJ3W7zIITs-UARrD6jRziRUoY,плодоовощная база оптовая,yes
Food Service,"ул. Ленина, 29, Архангельск, Архангельская обл., 163015",Архангельск,Архангельск,Архангельская область,Russia,64.5268933,40.6552091,5,2,OPERATIONAL,establishment|food|point_of_interest,ChIJMYiGKSc1GEQRmwDI3DRcQk0,оптовая база продуктов питания,check
Альбатрос,"просп. Ломоносова, 117, Архангельск, Архангельская обл., 163000",Архангельск,Архангельск,Архангельская область,Russia,64.5360202,40.5314767,4.4,709,OPERATIONAL,establishment|food|point_of_interest|store,ChIJK2GmCSo0GEQRsEnLSWnDTOU,сельскохозяйственный рынок,check
АНТАЛ,"Окружное ш., д. 6, стр. 6, Архангельск, Архангельская обл., 163045",Архангельск,Архангельск,Архангельская область,Russia,64.5612553,40.5711542,5,1,OPERATIONAL,establishment|point_of_interest,ChIJtWru7280GEQRoSsS4ckHbGg,оптовый продовольственный рынок,check
"АО ""Молоко""","ул. Октябрят, 42, Архангельск, Архангельская обл., 163009",Архангельск,Архангельск,Архангельская область,Russia,64.5372975,40.602162,4.1,13,OPERATIONAL,establishment|food|point_of_interest,ChIJMfVdQxU0GEQRd-CqjCyz13k,оптовая база продуктов питания,check
Архангельская молочная компания,"ул. Октябрят, 42, Архангельск, Архангельская обл., 163009",Архангельск,Архангельск,Архангельская область,Russia,64.5372955,40.6021635,3,2,OPERATIONAL,establishment|food|point_of_interest,ChIJ6VIK3yQ0GEQR63oC_kZNBl8,оптовая база продуктов питания,check
Архангельская рыбная компания,"ул. Революции, 4, Архангельск, Архангельская обл., 163030",Архангельск,Архангельск,Архангельская область,Russia,64.4982036,40.6834006,5,1,OPERATIONAL,establishment|point_of_interest,ChIJ39TYZMQ0GEQR5RQC2_Hrqog,оптовая база продуктов питания,check
Водолей,"просп. Троицкий, 63, 26, Архангельск, Архангельская обл., 163000",Архангельск,Архангельск,Архангельская область,Russia,64.5441068,40.516194,5,1,OPERATIONAL,establishment|point_of_interest,ChIJRw5VjYU2GEQR9wMoTUt-ly0,оптовая база продуктов питания,check
Гарант,"ул. Федора Абрамова, 15, Архангельск, Архангельская обл., 163009",Архангельск,Архангельск,Архангельская область,Russia,64.5243298,40.61497790000001,,,OPERATIONAL,establishment|point_of_interest,ChIJ6VIK3yQ0GEQRwoK5bgYVUv4,оптовая база продуктов питания,check
Двинские,"к, просп. Троицкий, 121 корпус 3, Архангельск, Архангельская обл., 163001",Архангельск,Архангельск,Архангельская область,Russia,64.55686469999999,40.5229001,4.7,27,OPERATIONAL,establishment|food|point_of_interest,ChIJx-dKIZQ2GEQRMmMc-zKdn8A,оптовая база продуктов питания,check
"ДиАл ""Шабунинское""","ул. Мостовая, 1к3, Архангельск, Архангельская обл., 163000",Архангельск,Архангельск,Архангельская область,Russia,64.5985754,40.5318923,5,4,OPERATIONAL,establishment|food|point_of_interest|store,ChIJiXdTSygxGEQR4QLJUdsEdwM,оптовый продовольственный рынок,check
ДиетПродукт плюс,"ул. Павла Усова, 45, Архангельск, Архангельская обл., 163002",Архангельск,Архангельск,Архангельская область,Russia,64.53817599999999,40.581058,5,1,OPERATIONAL,establishment|point_of_interest,ChIJU_V8-Dw0GEQR1V00vZj1o2Y,плодоовощная база оптовая,check
"Золотица Плюс, Продовольственный Магазин","ул. Валявкина, 13, Архангельск, Архангельская обл., 163016",Архангельск,Архангельск,Архангельская область,Russia,64.5713294,40.5211914,4,2,OPERATIONAL,establishment|food|grocery_or_supermarket|liquor_store|point_of_interest|store,ChIJ6VIK3yQ0GEQRJsHJvF8Ck1Y,оптовый продовольственный рынок,yes
